order_id;comments;total_orders;overall_rating;effectiveness;product_longevity;sport_type;date_created;sku
F-02-19708;Leider sehr teuer für wenig spürbare Wirkung. ;1;2;;;;2025-09-03 07:54:00;02-1149
F-02-19671;;1;4;;;;2025-09-03 07:50:00;02-1113-2
F-02-19676;;1;5;;;;2025-09-03 07:36:00;02-1113-2
F-02-19698;Feels Like ist mein ständiger Begleiter nach dem Sport und nicht mehr wegzudenken.;7;5;;;;2025-09-03 07:27:00;02-1113-2
F-02-19697;Um es mit den Worten von Europameister Jan Fitschen zu sagen: die beste Erfindung seit Carbon Schuhen. Hilft auch bei kleineren Beschwerden und riecht gut. Perfekte Regeneration.  ;6;5;;;;2025-09-03 07:24:00;02-1113-2
F-02-19525;;3;5;;;;2025-09-02 12:51:00;02-1113-2
F-02-20233;;2;5;;;;2025-09-02 11:15:00;02-1113-2
;;;;;;;;
;" Schienbeinkanten, Knie und Achillesehneschmerzen beim Laufen deutlich verbessert.... hab schon das 2. Mal die 200 ml bestellt.... hält bei mir ca. 3 - 4 Monate....""";4;5;;;;2025-09-02 10:39:00;02-1149
F-02-19648;Schluss mit schweren Beinen ;3;5;;;;2025-09-02 10:37:00;02-1113-2
F-02-19631;Mega - Produkt! ;2;5;;;;2025-09-02 10:26:00;02-1113-2
F-02-19583;Hilft super zur Unterstützung von müden Beinen nach dem laufen oder auch bei Verspannungen;2;5;;;;2025-09-02 09:29:00;02-1113-2
F-02-19583;Hilft super zur Unterstützung von müden Beinen nach dem laufen oder auch bei Verspannungen;2;5;;;;2025-09-02 09:29:00;02-1045-1
F-02-19412;Ich mag es einfach âºï¸;1;5;;;;2025-08-28 14:04:00;02-1149
F-02-19402;Habe es aufgrund von Schmerzen der Achillessehnen probiert und es wirkt wirklich schmerzlindernd und angenehm bei Belastung ;1;5;;;;2025-08-28 10:42:00;02-1045-1
F-02-19032;;1;5;;;;2025-08-28 07:39:00;02-1113-2
F-02-19332;Habe das muscle complex ausprobiert und bin sehr begeistert von der Wirkung. Hilft bei der Regneration und bei Verspannungen im Nacken oder Schulterbereich mit einer Massage Gun meine Kombination für einen schmerzfreien Alltag. ;3;5;;;;2025-08-28 06:00:00;02-1149
F-02-19315;Angenehmes un ergibiges Gel zur Erholung nach den Läufen. Beim Einreiben der Waden mit einer angenehmen Wärme ðð;4;5;;;;2025-08-28 05:21:00;02-1149
F-02-18949;Wirkt entspannend und regenerierend! ;1;5;;;;2025-08-27 19:54:00;02-1045-1
F-02-19244;Ich habe keine Verbesserung gemerkt ;1;2;;;;2025-08-26 14:36:00;02-1113-2
F-02-19152;Ich verwende es gerne, ob es wirklich hilft weiß ich nicht ;3;4;;;;2025-08-25 17:09:00;02-1045-1
;;;;;;;;
;"Super effektiv und dabei ganz sparsam in der Anwendung! Bin total Ã¼berzeugt und werde  nachbestellen ðð»""";2;5;;;;2025-08-24 06:14:00;02-1045-1
F-02-19490;Alles top;1;5;;;;2025-08-22 15:05:00;02-1113-2
F-02-19087;angenehme Textur und Geruch, sparsam und ergiebig in der Anwendung, sehr gute Wirkung ;2;5;;;;2025-08-21 19:39:00;02-1113-2
F-02-19088;Leicht zum auftragen gutes gefühl danach;3;5;;;;2025-08-21 17:46:00;02-1149
F-02-19318;"Eine nur geringe Menge lsst sich großflchig verteilen und bietet ein sehr angenehmes Gefhl einer "" beinahe-streichen Massage""
Sehr ergiebig und hat einen angenehmen und nicht aufdringlichen Duft.
Nahezu tglich nutze ich Feels Like Muscle Complex,  fhle mich am Abend nicht schlapp und auch die Beine fühlen sich nicht müde an.""
Fhlt sich einfach gut an die Muskulatur nach oder vor dem Training damit auszustreichen oder zu aktivieren. Duft ist auch fein dezent :)";1;5;;;;2025-08-20 19:28:00;02-1113-2
F-02-19044;;2;5;;;;2025-08-20 19:15:00;02-1113-2
F-02-18980;;2;5;;;;2025-08-19 22:03:00;02-1113-2
F-02-18979;;7;5;;;;2025-08-19 18:50:00;02-1149
F-02-18936;Gehrt mittlerweile zur tglichen Routine.;6;5;;;;2025-08-19 15:41:00;02-1149
F-02-18810;Es riecht gut. Es hilft den Muskeln wirklich gut zu regenerieren. Es knnte gnstiger sein. Es fhlt sich toll auf der Haut an.;2;4;;;;2025-08-19 10:06:00;02-1113-2
F-02-18774;;1;5;;;;2025-08-19 06:22:00;02-1113-2
F-02-18782;Tolles Produkt, schne Verpackung. Hat meine recovery auf jeden Fall gut angekurbelt. Leider aber preislich auch etwas hoch. ;1;4;;;;2025-08-18 22:26:00;02-1045-1
F-02-18905;Ich kann mich nur wiederholen: kleine Flasche, große Wirkung, insbesondere wenn die Trainingseinheiten fr jemanden wie mich grenzwertig intensiv waren und die Beinmuskulatur sich meldet - meistens beruhigt sie sich ber Nacht, wenn ich den muscle complex aufgetragen habe.;8;5;;;;2025-08-18 19:15:00;02-1113-2
F-02-18903;;2;3;;;;2025-08-18 17:50:00;02-1149
F-02-18950;;2;5;;;;2025-08-18 16:47:00;02-1113-2
F-02-19198;Das Produkt lsst sich gut auftragen und riecht angenehm.;1;4;;;;2025-08-18 16:46:00;02-1113-2
F-02-19139;;2;5;;;;2025-08-18 16:35:00;02-1113-2
F-02-18689;Fhlt sich toll an, duftet sehr angenehm und erfllt auch mal mehr mal weniger seinen Zweck. Ist sicher kein Zaubermittel aber es hilft meistens. Finde es aber einfach zu teuer, fr die ml die man bekommt!;2;4;;;;2025-08-18 13:00:00;02-1113-2
F-02-18711;Wirkt bei mir nicht.;1;1;;;;2025-08-15 14:12:00;02-1113-2
F-02-18699;Ein hervorragendes Produkt. Hat mir besser geholfen als Schmerzmittel.;1;5;;;;2025-08-15 12:20:00;02-1113-2
F-02-18599;Top aber könnte schneller einziehen damit man sich nicht zb die Couch damit befleckt;2;4;;;;2025-08-15 08:36:00;02-1113-2
F-02-18675;Super dick und lässt sich mit wenig breit auftragen. Ich bin Ballett Tänzer und bin wirklich sehr happy und benutze es fast jeden Tag! :) ;1;5;;;;2025-08-14 07:37:00;02-1113-2
F-02-18807;;1;5;3;4;Running;2025-08-14 07:27:00;02-1113-2
F-02-18641;Nutze sehr gerne vor dem Training und nach dem Training um leichtere Beine zu haben beim Laufen oder sonstigen Muskelverspannungen. Hilft mir immer gut ð§¡;2;5;;;;2025-08-12 20:51:00;02-1149
F-02-18640;;3;5;;;;2025-08-12 14:25:00;02-1113-2
F-02-18582;Ich fühle mich nach der Anwendung einfach leichter und besser.;2;5;;;;2025-08-12 09:07:00;02-1113-2
F-02-18857;;1;1;;;;2025-08-11 19:46:00;02-1113-2
F-02-18609;Das Muscle Complex ist ein absoluter Game-Changer in der der Marathon-Vorbereitung. Die Regeneration nach intensiven Trainingseinheiten ist spürbar verbessert, so dass die Qualität meines Trainings insgesamt deutlich zugenommen hat.;2;5;;;;2025-08-11 16:01:00;02-1149
F-02-18585;Bin absolut zufrieden mit dem Muscle Complex.;2;5;;;;2025-08-11 14:46:00;02-1045-1
F-02-18596;;3;5;;;;2025-08-11 14:33:00;02-1149
F-02-18578;Ich bin so abhängig von eurem Zeug ð«¶ð½;1;5;;;;2025-08-11 14:24:00;02-1113-2
F-02-18401;Riecht sehr gut, lässt sich super gut verteilen und  auftragen. Müde oder schwere Beine, es ist perfekt dafür ;3;5;;;;2025-08-05 18:29:00;02-1113-2
F-02-18445;hallo an alle potentiellen Kufer ich kann dieses Produkt uneingeschrnkt empfehlen. Aufgrund fehlender Einsicht und Gewohnheit habe ich mit einem Schienbeinkanten Syndrom linkes Bein innen unten trotzdem weiter trainiert, bis ich nicht mehr laufen konnte. Mit Rehamaßnahmen und dem Feels. Like konnte ich die Genesung Zeit unheimlich verkrzen. Seitdem benutze ich es tglich. Ich habe mit einer Probepackung angefangen und bin dann fr Groß Packung bergegangen. Wie gesagt Daumen hoch von mir;2;5;;;;2025-08-05 14:57:00;02-1113-2
F-02-18455;;4;4;;;;2025-08-05 14:45:00;02-1113-2
F-02-18353;Besser als erhofft, selbst nach Tempoeinheit und longruns direkt wieder fitte Beine, leider etwas teurer....;2;5;;;;2025-08-05 07:06:00;02-1045-1
F-02-18345;Beschleunigt die Regeneration der Oberschenkel Muskulatur nach langen Läufen ;7;5;;;;2025-08-02 10:20:00;02-1113-2
F-02-18357;Nach harten Einheiten habe ich bisher keine signifikante Erholung gespürt.;3;2;;;;2025-08-01 17:50:00;02-1045-1
F-02-18239;;2;4;;;;2025-08-01 15:22:00;02-1113-2
F-02-18164;Perfektes Produkt für alle, die schnelle Regeneration für die Beine wünschen! Bin mehr als zufrieden!;2;5;;;;2025-07-29 07:50:00;02-1113-2
F-02-18164;Super angenehm aufzutragen. Sehr angenehmer Duft und eine direkte Wirkung! Ein super Produkt!;2;5;;;;2025-07-29 07:50:00;02-1045-1
F-02-18135;Ich habe wirklich das Gefühl, dass meine Muskulatur schneller regeneriert. Keine schweren Beine mehr gehabt ðð»;1;5;;;;2025-07-29 07:46:00;02-1113-2
F-02-18204;;1;5;;;;2025-07-29 07:21:00;02-1045-1
F-02-18142;Absolut empfehlenswert! Besonders nach längeren und intensiven Einheiten zur schnelleren Erholung der Muskulatur. Nicht mehr wegzudenken in der Marathonvorbereitung.;9;5;;;;2025-07-29 07:06:00;02-1113-2
F-02-18063;Lindert meine Schmerzen (CRPS) besser, als jede Tablette.;4;5;;;;2025-07-26 21:03:00;02-1149
F-02-18064;Der Erfrischer!!;1;4;;;;2025-07-25 10:52:00;02-1113-2
F-02-18043;Dieses Produkt ist der Hammer! Wenn es in den Beinen zwickt, Feels like drauf und am nächsten Tag ist es deutlich besser! Man merkt einen deutlichen Unterschied. Ich will nicht mehr ohne das Produkt!;5;5;;;;2025-07-25 07:54:00;02-1113-2
F-02-17962;Fühlt sich schön auf der Haut an, riecht auch gut. hatte aber nicht das Gefühl das sich irgendwas verbessert oder beschleunigt hat. Sry hatte für den Preis mehr erwartet. Wirksamkeit 1 stern kann das leider, hier nicht wiedergeben mindestens 3 geht hier. ;1;2;;;;2025-07-23 07:50:00;02-1045-1
F-02-17951;;2;5;;;;2025-07-23 07:30:00;02-1149
F-02-17482;Zieht schnell ein - angenehmer Duft - gehört mittlerweile nach dem täglichen Training zur schnelleren Regeneration als Routine dazu. ;8;5;;;;2025-07-21 16:24:00;02-1113-2
F-02-17884;Hilft super auch nach dem Kraftsport wenn die Schulter bspw. etwas zickig ist.;1;5;;;;2025-07-21 15:48:00;02-1113-2
F-02-17594;;3;5;;;;2025-07-19 13:13:00;02-1045-1
F-02-17793;Die Menge einer 50â¬ Flasche reichte für gerade einmal 1 Woche. ;1;2;;;;2025-07-18 12:11:00;02-1113-2
F-02-17705;Absoluter Gamechanger! Extrem ergiebig und sehr wirksam! Sehr verträglich und definitiv empfehlenswert! ;1;5;;;;2025-07-16 07:11:00;02-1113-2
F-02-17705;Absoluter Gamechanger! Extrem ergiebig und sehr wirksam! Sehr verträglich und definitiv empfehlenswert! ;1;5;;;;2025-07-16 07:11:00;02-1045-1
F-02-17667;Tolles Produkt. Hilft wirklich.;2;5;;;;2025-07-15 18:41:00;02-1113-2
F-02-17573;;3;4;;;;2025-07-14 19:41:00;02-1149
F-02-17690;Funktioniert richtig gut ich kann es nur weiterempfehlen,wirklich praktisch und der Preis ist jeden Cent wert!;2;5;;;;2025-07-14 15:25:00;02-1113-2
F-02-17648;;3;5;;;;2025-07-14 14:54:00;02-1113-2
F-02-17648;;3;5;;;;2025-07-14 14:54:00;02-1045-1
;"Mir hat feels like muscle complex sehr geholfen.  Ich habe oft Wadenverhärtungen und A-Sehnen-Reizungen. Mit dem muscle complex habe ich eine deutlich schnellere Erholung in beiden Fällen festgestellt.   
Den muscle complex hatte ich auch mal mit einem Alternativprodukt verglichen. Linke Wade feelslike und rechte Wade Alternativprodukt. Feelslike war deutlich effektiver bei der Regeneration und Entspannung des Wadenmuskels.   Trotz der geringen menge ist das Produkt recht ergiebig.  Ich laufe zwischen 60-80km pro Woche und 50ml muscle complex halten etwa drei bis vier Wochen. """;6;5;;;;2025-07-14 14:26:00;02-1113-2
;;;;;;;;
F-02-17575;Sehr gutes Produkt, welches aber sicher keine Wunder bewirkt. ;6;4;;;;2025-07-14 12:47:00;02-1149
;;;;;;;;
;"Ich benutz es nach jeder schweren Einheit und finde es hilft wirklich sehr """;1;5;;;;2025-07-12 14:01:00;02-1113-2
F-02-17390;Schnellere Erholung als Vorher,  so ist mein Meinung.  Einen 30 km Marsch gemacht und nach 1 Tag, kaum noch Schmerzen in den Beinen ;2;5;;;;2025-07-10 19:38:00;02-1113-2
F-02-17491;Tolles Produkt! Einfach in der Anwendung und doch so wirksam. Der Schlaf & damit die Erholung sind einfach unglaublich. ;2;5;;;;2025-07-10 14:59:00;02-1113-2
F-02-17460;Riecht angenehm und lsst sich gut dosieren und auftragen. Leider habe ich aber keine große Wirksamkeit versprt.;1;3;;;;2025-07-10 09:16:00;02-1113-2
F-02-17337;Gutes Massagegel. Hält lange beim Massieren. Aber von den versprochenen Wirkungen konnten wir nichts feststellen. Da passt der Preis dann leider nicht.;2;3;;;;2025-07-08 19:05:00;02-1149
F-02-17378;;2;5;;;;2025-07-08 14:25:00;02-1113-2
F-02-17265;;2;4;;;;2025-07-08 11:36:00;02-1113-2
F-02-17316;;3;4;;;;2025-07-08 10:32:00;02-1113-2
F-02-15287;;3;5;;;;2025-07-08 08:29:00;02-1113-2
F-02-17246;Ich habe das Gefühl, dass diese Salbe gut für meine empfindlich Sehne wirkt. Sprich, seit dem habe ich weniger Reizung in der Sehne. ;11;5;;;;2025-07-05 09:20:00;02-1113-2
F-02-17526;;3;4;;;;2025-07-05 07:13:00;02-1149
F-02-17478;Gekühlt ist das die perfekte Regeneration für schwere Beine nach dem joggen ;2;5;;;;2025-07-04 06:21:00;02-1113-2
F-02-17152;Feels like fühlt sich angenehm an, war weniger ergiebig als erwartet. Eine Wirkung kann ich bei mir leider nicht feststellen. Habe als Test ein Bein mit feels like âbehandeltâ und eins mit einer anderen Creme. Leider kein Unterschied auszumachen, daher werde ich es nicht mehr kaufen;1;3;;;;2025-07-03 07:19:00;02-1113-2
F-02-17177;Leider (bei mir) nicht wirksam. Es gibt deutlich günstigere Produkte die zudem eine spürbare Wirkung entfalten.;1;1;;;;2025-07-03 07:10:00;02-1045-1
F-02-17060;;1;5;;;;2025-07-02 09:34:00;02-1113-2
F-02-17092;Nach intensiven bwz. langen Einheiten hilft mir muscle complex schnell zu regenieren und Verletzungen vorzubeugen. Kleiner Tipp, jetzt im Sommer muscle complex im Kühlschrank aufbewahren, dann habt ihr auch noch einen Kühleffekt.;4;5;;;;2025-07-02 09:33:00;02-1149
F-02-16863;A friend of mine from Germany recommended this to me as I kept talking about my hamstring injury. I was able to order and get it shipped to my sister home when I was visiting her in Germany. I have been really impressed as it has helped me with my injury and recovery. I am currently training for my next marathon and using the Muscle Complex regularly has been really helpful with my recovery. Iâm worried that Iâll run out soon and wonât be able to restock since thereâs no shipping to the USA. ;1;5;;;;2025-07-01 23:07:00;02-1113-2
F-02-16962;Es fühlt sich super angenehm an und meine Muskulatur ist besser durchblutet und schneller wieder leistungsfähig ;3;5;;;;2025-07-01 13:02:00;02-1113-2
F-02-16974;;3;4;;;;2025-07-01 07:29:00;02-1113-2
F-02-16967;;7;5;;;;2025-07-01 07:18:00;02-1113-2
F-02-16967;Feels like ist beim Lauftraining mein ständiger Begleiter und nicht mehr weg zu denken. Es befördert eine schnellere Reaktion und hilft bei Beschwerden.Ein Premium Produkt, das seinen Preis wert ist.;7;5;;;;2025-07-01 07:18:00;02-1045-1
F-02-16872;Hilf wunderbar nicht nur beim Muskelkatar sondern auch beim Rückenschmerzen .;2;5;5;4;Running;2025-06-28 12:52:00;02-1045-1
F-02-16950;;3;4;3;4;Running;2025-06-28 07:11:00;02-1113-2
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
F-02-16790;Ich war anfangs skeptisch wegen dem Preis, bin aber absolut begeistert von dem Produkt. Ich kann es nur weiterempfehlen! Gerade beim Canicross werden die Muskeln und Gelenke extrem beansprucht, dafür ist feelslike ein absoluter gamechanger!;1;5;5;5;Running;2025-06-25 07:20:00;02-1113-2
F-02-16731;Super wirksam ;2;5;5;4;Running;2025-06-25 00:31:00;02-1149
F-02-16738;Super Produkt, leicht zu verwenden und Topp Geruch;3;5;4;4;;2025-06-24 10:03:00;02-1149
F-02-16736;Anwendung bei anfänglichen Shin Splits- einfach top! Die Waden und Schienbeine konnten super regenerieren und ich habe seitdem keine Probleme mehr! ;2;5;;5;Running;2025-06-24 07:22:00;02-1113-2
F-02-16297;Sehr angenehm zu gebrauchen, weil es eine gute Konsistenz hat und gut riecht!;4;4;4;3;Running;2025-06-22 12:12:00;02-1113-2
F-02-16600;Super Produkt um die Regeneration zu beschleunigen ;5;5;5;5;Trailrunning;2025-06-20 14:39:00;02-1113-2
F-02-16152;"Als Athletin im Trailrunning und Berglaufen sowie als Lauftrainerin unterstützt mich der Muscle Complex hervorragend in meiner Regeneration. Ich trage bereits vor dem Training zur Erwärmung der Muskulatur auf und im Anschluss an das Training. Die Verarbeitung sowie Textur zieht sehr schnell ein	 hinterlÃ¤sst keinen Film und riecht sehr wohltuend.
Als besonderen Tipp verwende ich den Muscle Complex fÃ¼r meine oftmals verspannte Nackenmuskulatur.	
Die zu verwendende Menge ist sehr gering und somit ist das Preis-LeistungsverhÃ¤ltnis absolut gerechtfertigt.	Gerne immer wieder für mich und meine Klienten""";1;5;5;5;Trailrunning;2025-06-20 13:38:00;02-1113-2
F-02-16608;Ich hätte nie gedacht, dass das Muscle Complex eine so überragende Wirkung hat. Es ist mittlerweile fester Bestandteil meiner Trainingsapotheke.;1;5;5;5;Running;2025-06-20 10:05:00;02-1113-2
F-02-16615;Absolut empfehlenswert, hilft super bei der Regeneration, so konnte ich meine Trainingsumfänge steigern und ich nutze es mittlerweile auch vor Wettkämpfen. ;3;5;5;4;Running;2025-06-20 08:49:00;02-1149
F-02-16574;;3;5;5;5;Triathlon;2025-06-19 11:42:00;02-1149
F-02-16493;Die Textur sowie der Duft ist angenehm, jedoch kann ich keine ( ! ) Wirkung feststellen. Ich habe das Produkt mehrfach angewendet, sowohl vor dem Sport als auch danach, konnte aber keinen Unterschied feststellen zu Tagen, an denen ich es nicht verwendet habe. ;1;1;1;3;Running;2025-06-18 13:11:00;02-1113-2
F-02-16484;angenehmer Geruch und zieht schnell ein - hilft dabei dass die Beine wieder locker werden ;1;5;4;3;Running;2025-06-18 07:48:00;02-1113-2
F-02-16474;;3;4;4;4;;2025-06-16 17:14:00;02-1113-2
F-02-16403;Überragend zur Erholung whrend der Marathonvorbereitung;2;5;5;5;Running;2025-06-16 15:40:00;02-1113-2
F-02-16469;;1;3;3;4;Running;2025-06-16 14:43:00;02-1113-2
F-02-16416;"Leider kann ich die im Trimag dargestellten Wirkweisen nicht bestätigen. Aktuell hat das Produkt bei mir keine Wirkung. """;1;2;1;2;Triathlon;2025-06-16 12:01:00;02-1113-2
F-02-16407;;1;5;4;3;Triathlon;2025-06-16 10:16:00;02-1113-2
F-02-16384;Das Beste! ;3;5;5;5;Running;2025-06-14 12:10:00;02-1149
F-02-16385;;1;5;4;4;;2025-06-14 09:17:00;02-1113-2
F-02-16350;;4;5;;5;Running;2025-06-13 03:31:00;02-1113-2
F-02-16379;Ohne euer Produkt würde ich meine Laufziele niemals erreichen. Ich laufe aktuell 300km im Juni und spüre bei jedem Nutzen die Wirkung. Danke für alles! Instagram: @domzay ;1;5;5;5;Fussball;2025-06-12 19:13:00;02-1113-2
F-02-16370;;2;5;4;3;handball;2025-06-12 18:30:00;02-1113-2
F-02-16332;Ich habe das Gefühl das meine Muskeln nach der Anwendung am nächsten Tag erholter sind. ;2;4;4;4;;2025-06-11 19:22:00;02-1113-2
;;;;;;;;
F-02-16525;;1;5;4;4;;2025-06-11 13:36:00;02-1045-1
F-02-16525;;1;5;4;4;;2025-06-11 13:36:00;02-1113-2
;;;;;;;;
;Bei mir gehört das Sportgel zum Training. Beste Erholung und schnellere Regeneration ;3;5;4;4;Trailrunning;"2025-06-11 11:14:47""";02-1149
;;;;;;;;
;;;;;;;;
F-02-16245;Ehrlicherweise bin ich als Manual Therapeutin bei allem, was man auf die Haut einreibt erst einmal skeptisch. Tatsächlich hatte ich nach der Anwendung das Gefühl, das meine Beine nicht so müde waren, vor allem in der Kombination mit Kompressionshosen/Socken, eine tolle Kombi. Ich habe es auch schon meinen Patienten empfohlen. Als Unterstützung empfehlenswert, aber locker wird das Gewebe dadurch natürlich nicht. Einen Punkt Abzug gibts wegen des zu hohen Preises. Da gibst es Rezepturen, die günstiger sind und einen ähnlichen Effekt haben. ;1;4;3;4;Running;2025-06-10 13:31:00;02-1113-2
F-02-16189;;2;4;3;3;;2025-06-10 07:27:00;02-1113-2
F-02-16221;;3;4;3;1;Triathlon;2025-06-09 16:59:00;02-1149
F-02-16170;Habe schon das 2. Mal nachgekauft. Gerade in der Wettkampfvorbereitung eine Wohltat für Muskeln und Gelenke, verkürzt die Regenerationszeit und duftet dazu noch angenehm.;4;5;5;4;Running;2025-06-09 14:56:00;02-1113-2
;;;;;;;;
;;;;;;;;
;"Klare Empfehlung! """;4;5;shopify_we;;;2025-06-09 11:09:00;02-1113-2
F-02-16195;Mega Produkt. Extrem teuer.;2;4;5;4;Tennis;2025-06-09 10:49:00;02-1149
F-02-16140;Ich nutze Muscle Complex seit 4 Wochen. Es ist ein tolles Produkt.;1;5;4;4;Trailrunning;2025-06-09 10:27:00;02-1113-2
F-02-16123;;1;4;4;4;Krafttraining;2025-06-06 16:26:00;02-1149
F-02-16112;Das Fluid hilft schwere Beine wieder flott zu bekommen und Muskelkater zu minimieren. Wunder kann es natürlich nicht vollbringen, aber meine Regeneration unterstützt es. ;1;4;3;4;Running;2025-06-06 14:59:00;02-1113-2
F-02-15984;;3;4;5;5;Fussball;2025-06-04 15:20:00;02-1045-1
F-02-16011;Hat überhaupt keine Wirkung;1;1;1;1;Trailrunning;2025-06-04 14:13:00;02-1045-1
F-02-15912;Perfektes Präparat und schnelle Abwicklunh;1;5;5;4;Triathlon;2025-06-04 13:44:00;02-1045-1
F-02-16295;Fühlt sich super an, habe es vor meinem Halbmarathon getestet - hat sich auf alle Fälle ausgezahlt.;1;5;4;3;Running;2025-06-04 09:24:00;02-1113-2
F-02-15925;;1;4;4;3;Fitness;2025-06-04 09:21:00;02-1045-1
;;;;;;;;
F-02-15589;In einer harten Trainingswoche hilft das muscle complex hervorragend bei der Regeneration ð;7;5;5;4;Running;2025-06-03 12:04:00;02-1113-2
;;;;;;;;
;;;;;;;;
F-02-15841;Mein Mann hat es sich schon sehr lange gewünscht;1;5;4;5;Running;2025-06-02 10:35:00;02-1113-2
F-02-15614;Super Duft, super wirkung. Feste Routine nach harten sessions;2;5;4;4;Trailrunning;2025-05-28 19:24:00;02-1149
F-02-15651;;8;5;4;4;Triathlon;2025-05-28 15:28:00;02-1149
F-02-15546;Hilft mir nach einem harten Training am nächsten Tag keine schweren Beine zu haben.;1;5;4;2;Hyrox;2025-05-28 13:55:00;02-1045-1
F-02-15590;;2;4;4;3;Running;2025-05-28 10:31:00;02-1113-2
F-02-15585;;5;4;4;4;Running;2025-05-28 08:01:00;02-1113-2
F-02-15586;;1;5;5;5;Running;2025-05-28 07:11:00;02-1113-2
F-02-15910;;1;5;5;4;;2025-05-28 07:06:00;02-1149
;;;;;;;;
F-02-15450;Sehr gutes Produkt, fühlt sich sehr gut an, riecht lecker, entspannt die Muskeln.;4;5;5;4;Running;2025-05-27 05:28:00;02-1149
F-02-15484;Leider sehr teuer, aber auch sehr gut :);2;5;5;4;Triathlon;2025-05-26 11:26:00;02-1045-1
F-02-15367;;1;5;4;4;Trailrun;2025-05-25 11:56:00;02-1149
F-02-15419;Ich liebe das Gel und bin überzeugt dadurch weniger Muskelkater zu bekommen und schneller zu recovern;8;5;5;4;Hyrox;2025-05-24 07:36:00;02-1045-1
;;;;;;;;
F-02-15343;;5;4;4;4;Running;2025-05-23 08:19:00;02-1113-2
F-02-15341;;3;5;5;4;;2025-05-23 07:32:00;02-1113-2
F-02-15307;Da ich mir mittlerweile das 3 x feels.like Muscle Complex besttellt habe, muss ich nicht weiter berichten, wie begeistert ich bin. Nach anstrengenden Läufen und dem Hyrox Event ist es eine feste Routine geworden, die Beine mit feels.like zu massieren und zu verwöhnen.;3;5;5;4;Hyrox;2025-05-23 06:37:00;02-1149
F-02-15215;Der Muscle Komplex hat sich bewährt. Das Produkt wirkt bei mir gut und man hat das Gefühl, dass die Regeneration besser abläuft. Daumen hoch!;1;4;4;3;Triathlon;2025-05-22 09:37:00;02-1113-2
F-02-15205;Hilft tatsächlich nach anstrengenden Laufeinheiten gegen müde Beine am nächsten Tag, riecht zudem fantastisch! Der Preis ist aber trotzdem etwas (zu) hoch. ;1;4;4;4;Running;2025-05-21 19:26:00;02-1113-2
F-02-15330;;8;5;5;2;Running;2025-05-21 10:33:00;02-1113-2
F-02-15173;;1;3;3;4;Triathlon;2025-05-21 06:02:00;02-1045-1
F-02-15246;;4;5;4;3;Running;2025-05-20 14:42:00;02-1045-1
F-02-15162;;1;5;4;2;Running;2025-05-20 13:07:00;02-1113-2
F-02-15399;Ich habe mir viel erwartet vom muscle complex, nicht zuletzt wegen den vielen tollen Bewertungenâ¦ daher gebe ich dem Produkt noch weitere Zeit sich zu bewähren (hab nun doch noch einmal bestellt). Ich verwende das gel derzeit nach anstrengenden Lauf Einheiten (schnelle Läufe/ Intervall Training oder Long runs) allerdings kann ich (noch) nicht sagen dass meine Beine sich dadurch schneller erholen bzw. erholt anfühlen (hätt es mit Anwendung nach dem Lauf in der Früh u zusätzlich am Abend probiert)â¦ mal schauen, werde es dennoch weiter probieren - beim Auftragen u die Konsistenz bzw. Geruch ist definitiv super!;2;3;2;3;Running;2025-05-17 07:56:00;02-1149
F-02-15051;;3;5;5;4;Running;2025-05-16 11:13:00;02-1113-2
F-02-15079;Gut dosierbar und überraschend gute Wirkung!;2;5;5;5;Running;2025-05-16 07:44:00;02-1149
F-02-14963;Grundsätzlich ein gutes Produkt, die Anwendung ist angenehm und die Muskeln fühlen sich anfänglich gut umsorgt an. In Summe konnte mich die Wirkung im Vergleich zu anderen Produkten jedoch nicht vollumfassend überzeugen. Gerade durch den hohen Preisunterschied hatte ich deutlich höhere Erwartung zur Wirkung und dem positiven zutun für eine schnelle Regeneration. Für mich ist hier im direkten Vergleich zu anderen Produkten noch Luft nach oben..;1;2;2;1;Running;2025-05-13 16:18:00;02-1149
F-02-14969;Super und einzigartiges Hautgefühl, aber etwas zu teuer für mich;1;4;5;2;Running;2025-05-13 15:53:00;02-1113-2
F-02-14861;Sehr gutes Mittel um seine Muskeln und Sehnen nach einer Belastung bestmöglich zu unterstützen. Nur wenige Tropfen. Es geht reichen, um die betroffenen Stellen entsprechend einzuräumen und damit die Wirkung zu entfalten. Sehr angenehme Textur und die Inhaltsstoffe überzeugen. ;3;5;4;4;Triathlon;2025-05-13 09:30:00;02-1045-1
F-02-14861;;3;5;4;5;Triathlon;2025-05-13 09:30:00;02-1113-2
F-02-14825;Kleine Flasche - große Wirkung! Sehr ergiebig, angenehmer geruch;0;5;;;;;
F-02-14906;;3;5;5;4;Running;2025-05-12 15:30:00;02-1149
F-02-14786;Abgesehen davon, dass das Flschchen innerhalb von zwei Wochen aufgebraucht war, hab ich keinen nennenswerten Effekt gesprt. Ich mach halt wirklich jeden Tag Sport und hab die Beine jeweils morgens und abends damit eingerieben. Fr einen lngeren Test ist mir der Spaß dann allerdings mit 50 EUR fr nur zwei Wochen zu teuer ... Sorry! Keine Empfehlung von mir! ;1;1;1;1;Running;2025-05-12 14:21:00;02-1113-2
